Id,Target
11527,0.0003719329833984375
7322,0.00015223026275634766
11742,0.00016319751739501953
20928,0.0001615285873413086
25830,0.00037491321563720703
17617,0.00015795230865478516
12531,0.00036072731018066406
6506,0.0002974867820739746
25058,0.0001500844955444336
9608,0.010036051273345947
19855,0.00025075674057006836
14613,0.00015056133270263672
8366,0.00016570091247558594
9525,0.00025731325149536133
23178,0.00015556812286376953
21658,0.00035393238067626953
6848,0.00018137693405151367
18501,0.00042062997817993164
21134,0.0001500844955444336
26886,0.0011515617370605469
11946,0.0002339482307434082
22666,0.00016880035400390625
18439,0.04429662227630615
14909,0.0002098679542541504
8043,0.09821867942810059
14579,0.00018042325973510742
304,0.00017189979553222656
26693,0.0001774430274963379
6193,0.0024315714836120605
10254,0.00016117095947265625
7765,0.00017011165618896484
3920,0.004298269748687744
21085,0.00018018484115600586
25454,0.010106861591339111
9042,0.0008500814437866211
7077,0.00015497207641601562
5952,0.0001691579818725586
16723,0.00019341707229614258
17836,0.0003230571746826172
6075,0.00030159950256347656
11326,0.00019115209579467773
24764,0.00016248226165771484
19494,0.00044482946395874023
15340,0.007604002952575684
8728,0.00015211105346679688
20641,0.00027745962142944336
1139,0.0031720995903015137
23466,0.4086986184120178
468,0.00016570091247558594
18692,0.000256955623626709
19110,0.00014591217041015625
20062,0.006197690963745117
21718,0.00041860342025756836
617,0.000260770320892334
1310,0.08766055107116699
27275,0.00028699636459350586
22106,0.00017142295837402344
12969,0.00019985437393188477
5300,0.00014507770538330078
5905,0.00018721818923950195
3251,0.0003775358200073242
6739,0.00021284818649291992
18914,0.00018066167831420898
26349,0.00016701221466064453
26743,0.0001633167266845703
22124,0.0002606511116027832
17267,0.00017386674880981445
8758,0.00019687414169311523
15541,0.0002842545509338379
7264,0.00019150972366333008
27290,0.00019818544387817383
14521,0.00023788213729858398
15402,0.0008172392845153809
2829,0.000469207763671875
22522,0.0006681084632873535
12710,0.00017118453979492188
20548,0.00018936395645141602
289,0.00017315149307250977
9313,0.0001468658447265625
2656,0.0001913905143737793
3478,0.00024968385696411133
8699,0.00015974044799804688
22369,0.00017154216766357422
2657,0.00015914440155029297
5518,0.0001608133316040039
15705,0.00034499168395996094
17913,0.0003851652145385742
3526,0.0002211928367614746
10027,0.00018447637557983398
1876,0.00015294551849365234
23910,0.10376828908920288
15361,0.0001608133316040039
7638,0.0002307295799255371
12947,0.0004916191101074219
9234,0.00018769502639770508
10782,0.00018268823623657227
20552,0.00020176172256469727
7831,0.00015532970428466797
11501,0.00016450881958007812
14880,0.0001418590545654297
18411,0.005392313003540039
2596,0.00018841028213500977
20394,0.00015842914581298828
4797,0.00025218725204467773
4488,0.0002600550651550293
19375,0.002034902572631836
377,0.0002757906913757324
357,0.00016367435455322266
24402,0.011487364768981934
19947,0.22136688232421875
25871,0.0002505183219909668
8724,0.00014448165893554688
10323,0.00017648935317993164
24841,0.0002059340476989746
16621,0.00020271539688110352
5537,0.0001590251922607422
24306,0.0006750822067260742
600,0.00015497207641601562
2087,0.001253962516784668
9057,0.003273487091064453
25221,0.0005729198455810547
7504,0.004178762435913086
16858,0.00015115737915039062
12412,0.00014317035675048828
13308,0.00015342235565185547
19632,0.0002327561378479004
5809,0.0005367398262023926
10384,0.00026160478591918945
15065,0.003069460391998291
4352,0.00028187036514282227
7144,0.0005292296409606934
6064,0.0016791224479675293
12591,0.0004042983055114746
20638,0.0001552104949951172
12281,0.0001843571662902832
27427,0.00021415948867797852
8805,0.0007605552673339844
24910,0.00014412403106689453
27206,0.00015175342559814453
27571,0.00021344423294067383
6056,0.00036203861236572266
18750,0.000152587890625
24333,0.005721688270568848
16613,0.00015425682067871094
19768,0.0001596212387084961
23066,0.008695244789123535
25744,0.00032508373260498047
9448,0.00014793872833251953
5385,0.0037377476692199707
21051,0.00024622678756713867
4318,0.00017434358596801758
2652,0.0006336569786071777
6017,0.0006229281425476074
12642,0.00034546852111816406
14007,0.00017899274826049805
23424,0.00017446279525756836
16631,0.002451479434967041
22926,0.00016939640045166016
6473,0.0013671517372131348
18114,0.0006073713302612305
113,0.00014722347259521484
12369,0.00013577938079833984
472,0.0001386404037475586
16746,0.0004070401191711426
12749,0.00018650293350219727
20625,0.000171661376953125
16151,0.00014841556549072266
5866,0.0001577138900756836
16764,0.0001647472381591797
26889,0.0015342235565185547
10119,0.0005128383636474609
14297,0.00015652179718017578
848,0.00014221668243408203
5049,0.00017470121383666992
4571,0.00016224384307861328
25214,0.00018006563186645508
14040,0.003864288330078125
26885,0.00014472007751464844
3773,0.0016525983810424805
20742,0.0001595020294189453
22761,0.0068964362144470215
27765,0.00019818544387817383
26849,0.0021939873695373535
14614,0.0006465315818786621
15750,0.0001761317253112793
135,0.0002695918083190918
17628,0.0002384781837463379
23903,0.00020068883895874023
18593,0.0001633167266845703
19527,0.00020748376846313477
11812,0.00019353628158569336
21238,0.00023037195205688477
23595,0.008448481559753418
2584,0.00015866756439208984
27316,0.0034990310668945312
17521,0.0036402344703674316
10279,0.2653781771659851
8790,0.00018638372421264648
18836,0.0001678466796875
3039,0.00014388561248779297
19325,0.055263638496398926
19311,0.00014507770538330078
3997,0.0005623698234558105
15694,0.0001735091209411621
18310,0.00019341707229614258
6566,0.00023239850997924805
16020,0.0001652240753173828
14151,0.00019031763076782227
11106,0.00032520294189453125
16945,0.19852107763290405
425,0.0004711151123046875
22428,0.00013744831085205078
18529,0.0007749795913696289
5268,0.00014865398406982422
12608,0.00018781423568725586
4693,0.00015246868133544922
23354,0.00015735626220703125
27800,0.00014829635620117188
23060,0.00020831823348999023
6810,0.00022214651107788086
2531,0.00019735097885131836
19318,0.0002282261848449707
20654,0.00015807151794433594
24398,0.00017070770263671875
13466,0.00015473365783691406
12973,0.06115502119064331
7015,0.011970818042755127
13312,0.0002549290657043457
4111,0.00040906667709350586
15591,0.00018721818923950195
15133,0.001865386962890625
14825,0.00035512447357177734
5360,0.00016295909881591797
10025,0.00021857023239135742
24982,0.00015425682067871094
16128,0.00015485286712646484
5235,0.0001742243766784668
24047,0.00015354156494140625
25682,0.00018721818923950195
2197,0.00018996000289916992
27067,0.00022143125534057617
20959,0.007824242115020752
25570,0.0008034110069274902
15091,0.00016486644744873047
19588,0.0001583099365234375
8700,0.009628832340240479
21994,0.0002288222312927246
653,0.0002021193504333496
12908,0.01187676191329956
16557,0.00020688772201538086
7662,0.00015270709991455078
15431,0.04511600732803345
3234,0.002450287342071533
17354,0.00014257431030273438
21822,0.00014090538024902344
10918,0.00017625093460083008
9305,0.00014865398406982422
20089,0.00018268823623657227
22675,0.01286536455154419
22046,0.0005918741226196289
8565,0.0001932978630065918
2099,0.0034551024436950684
20390,0.0002601742744445801
23513,0.00016105175018310547
21422,0.0001609325408935547
16937,0.00026673078536987305
15610,0.01693117618560791
1275,0.00015056133270263672
11833,0.008074939250946045
17326,0.00018256902694702148
4304,0.0890817642211914
710,0.00014650821685791016
15922,0.00014901161193847656
19707,0.0009087324142456055
9901,0.0005699992179870605
2132,0.00015032291412353516
23948,0.00015985965728759766
21978,0.006956577301025391
15794,0.0005344748497009277
10731,0.00013947486877441406
24269,0.0006924867630004883
18918,0.00023919343948364258
24157,0.000335693359375
27403,0.058687686920166016
9054,0.00016486644744873047
10041,0.007407665252685547
25802,0.0001793503761291504
15278,0.00014579296112060547
9912,0.0005218386650085449
12648,0.00033724308013916016
12800,0.0001544952392578125
19496,0.0004976987838745117
25743,0.00016379356384277344
22155,0.000756382942199707
8830,0.00023096799850463867
4132,0.0002091526985168457
4622,0.00014984607696533203
566,0.00017756223678588867
26689,0.00013136863708496094
8973,0.0002942681312561035
18654,0.00017130374908447266
20659,0.000834345817565918
22174,0.00019568204879760742
5381,0.0001710653305053711
12848,0.00016570091247558594
5458,0.00014162063598632812
12570,0.00021189451217651367
25661,0.00041431188583374023
10734,0.00017303228378295898
21298,0.00015366077423095703
6947,0.00018578767776489258
18915,0.001070559024810791
11289,0.00014770030975341797
17564,0.0001595020294189453
9431,0.009786784648895264
20612,0.00013828277587890625
16146,0.00016045570373535156
19147,0.005523383617401123
1795,0.0023626089096069336
20042,0.0003998875617980957
27228,0.00021022558212280273
1057,0.00020939111709594727
10156,0.0007330775260925293
7687,0.00021606683731079102
2629,0.0011672377586364746
15676,0.00016260147094726562
2731,0.0003769397735595703
4816,0.004418432712554932
17647,0.00014603137969970703
10159,0.0001544952392578125
5646,0.00032401084899902344
24528,0.0003330707550048828
12117,0.00017315149307250977
19380,0.011042416095733643
24556,0.00022977590560913086
445,0.0001634359359741211
23617,0.00043457746505737305
8913,0.00032508373260498047
4800,0.00015795230865478516
19735,0.00014090538024902344
2543,0.031016230583190918
4623,0.000563204288482666
14786,0.00016069412231445312
10467,0.00016260147094726562
18954,0.0001710653305053711
15756,0.00014066696166992188
8612,0.3889901041984558
284,0.00015604496002197266
998,0.00019437074661254883
14612,0.0005695223808288574
11373,0.00020068883895874023
5020,0.00019317865371704102
25081,0.00016117095947265625
12287,0.00023406744003295898
7361,0.0001531839370727539
25429,0.00013768672943115234
24334,0.0005966424942016602
25420,0.036514222621917725
4768,0.0002574324607849121
19720,0.0011742711067199707
4281,0.00018638372421264648
7199,0.00016570091247558594
22119,0.000906825065612793
4533,0.00018173456192016602
25456,0.0007886886596679688
12114,0.0001398324966430664
16758,0.0005202889442443848
7530,0.00016295909881591797
14467,0.00015544891357421875
7040,0.002745211124420166
9748,0.0001761317253112793
8469,0.00028568506240844727
3661,0.00018912553787231445
18388,0.00026923418045043945
8352,0.0003380775451660156
5426,0.00015974044799804688
2379,0.00015628337860107422
22632,0.009364187717437744
15925,0.00018543004989624023
682,0.00017780065536499023
111,0.13004440069198608
25490,0.00016880035400390625
8342,0.00014591217041015625
7324,0.00019663572311401367
16657,0.0001710653305053711
17237,0.0002544522285461426
3411,0.00014829635620117188
15397,0.0001436471939086914
3977,0.0002499222755432129
13052,0.00016188621520996094
4403,0.00015497207641601562
7393,0.15769356489181519
11395,0.00018650293350219727
1374,0.07761186361312866
20532,0.0002586245536804199
14283,0.00034296512603759766
11550,0.00023740530014038086
18456,0.00017142295837402344
14004,0.00015616416931152344
4315,0.00015473365783691406
15744,0.00017696619033813477
27498,0.0001575946807861328
21347,0.00027674436569213867
12890,0.00014710426330566406
2661,0.00017768144607543945
20081,0.004399538040161133
5702,0.00014519691467285156
12283,0.013321518898010254
7020,0.00017213821411132812
10999,0.03675144910812378
20926,0.0002205967903137207
12398,0.00037300586700439453
3788,0.0002135634422302246
13023,0.0006466507911682129
22121,0.00023514032363891602
9468,0.0001577138900756836
16707,0.00022202730178833008
6259,0.00021892786026000977
12163,0.0001531839370727539
7599,0.4626179337501526
26495,0.00022202730178833008
23810,0.00017338991165161133
20412,0.00022357702255249023
5942,0.00018280744552612305
23636,0.00015366077423095703
16249,0.00024813413619995117
21841,0.0002911686897277832
12594,0.0006078481674194336
17885,0.00020807981491088867
648,0.00016486644744873047
16403,0.0001799464225769043
23157,0.016210496425628662
7334,0.00018531084060668945
17265,0.00015044212341308594
15763,0.0002982020378112793
6220,0.00020545721054077148
19797,0.0002964138984680176
27118,0.00015044212341308594
24658,0.00017058849334716797
20729,0.003149688243865967
25867,0.00021535158157348633
10431,0.0001633167266845703
3651,0.00017982721328735352
11149,0.00015342235565185547
17149,0.0001537799835205078
7411,0.00015211105346679688
3684,0.00027257204055786133
10632,0.00016689300537109375
20941,0.00026291608810424805
19858,0.00016129016876220703
20788,0.0005285143852233887
2481,0.00014483928680419922
18570,0.00020688772201538086
25663,0.0001780390739440918
6903,0.0007828474044799805
21016,0.00017946958541870117
14314,0.0002461075782775879
7532,0.0001996159553527832
14798,0.00015282630920410156
9047,0.0001430511474609375
21801,0.00016748905181884766
14740,0.00019675493240356445
1602,0.0001722574234008789
18740,0.0001894831657409668
26792,0.0002866387367248535
11250,0.0032854080200195312
19179,0.00015079975128173828
3475,0.0001462697982788086
318,0.0005791187286376953
15647,0.00015616416931152344
23720,0.048354148864746094
22148,0.0013773441314697266
16906,0.0001575946807861328
27060,0.0002582669258117676
17697,0.0001436471939086914
7121,0.00017768144607543945
19681,0.0030449628829956055
23385,0.00016701221466064453
15212,0.00016129016876220703
15270,0.01155853271484375
24842,0.0003533363342285156
7068,0.0001577138900756836
24593,0.00021463632583618164
24374,0.0005906820297241211
14410,0.00016355514526367188
20395,0.00018221139907836914
4775,0.00017851591110229492
8822,0.00018972158432006836
10113,0.00018984079360961914
8499,0.0019505023956298828
18891,0.0001634359359741211
84,0.00014638900756835938
10498,0.00014519691467285156
19013,0.00016582012176513672
3851,0.00025278329849243164
13655,0.1613689661026001
26902,0.00016117095947265625
15661,0.00016248226165771484
25367,0.00014901161193847656
15490,0.00021153688430786133
10432,0.0001571178436279297
25994,0.0002021193504333496
3607,0.0001589059829711914
11075,0.00015020370483398438
22139,0.00015854835510253906
6153,0.00025922060012817383
